,STAMP,Vehicle speed,STAMP,Time since engine start,STAMP,Normed load value,STAMP,Accelerator pedal position,STAMP,Engine torque,STAMP,Oil fill level,STAMP,Engine oil temperature,STAMP,Fuel level,STAMP,Fuel consumption,STAMP,Brake pressure,STAMP,Engaged gear: raw signal-Bits 0-7,STAMP,Efficiency of the SCR catalytic converter,
,, km/h,, s,, %,, %,, Nm,, mm,, °C,, l,, l/h,, MPa,, ,, ,
,1.30,0,1.40,412,0.04,24.7,0.15,14.5,0.28,30.1,0.41,35.704,0.55,32.1,0.67,8.00,0.79,0.58,0.92,-0.03,1.05,0,1.20,0.03430,
,2.78,0,2.89,413,1.51,24.7,1.58,14.5,1.71,30.3,1.84,35.704,1.99,32.1,2.11,8.00,2.26,0.60,2.38,-0.03,2.53,0,2.67,0.00912,
,4.28,0,4.38,415,3.00,25.5,3.10,14.5,3.24,29.9,3.37,35.644,3.52,32.1,3.64,8.00,3.77,0.59,3.89,-0.03,4.02,0,4.17,0.10178,
,5.77,0,5.88,416,4.49,25.5,4.60,14.5,4.74,30.4,4.87,35.724,5.02,32.1,5.14,8.00,5.26,0.59,5.39,-0.03,5.52,0,5.67,0.00000,
,7.33,0,7.44,418,5.99,25.5,6.10,14.5,6.26,30.1,6.39,35.704,6.52,32.1,6.65,8.00,6.79,0.59,6.93,-0.03,7.08,0,7.22,0.00000,
1,8.85,0,8.97,419,7.55,25.5,7.66,14.5,7.79,30.2,7.94,35.724,8.08,32.1,8.22,8.00,8.34,0.58,8.47,-0.03,8.60,0,8.75,0.02737,
,10.39,0,10.50,421,9.07,25.1,9.18,14.5,9.30,30.4,9.45,35.584,9.59,32.1,9.73,8.00,9.85,0.59,10.00,-0.03,10.14,0,10.28,0.01480,
2,11.90,0,12.01,422,10.61,25.1,10.73,14.5,10.85,30.2,10.98,35.584,11.12,32.1,11.27,8.00,11.39,0.58,11.52,-0.03,11.65,0,11.79,0.00000,
,13.34,0,13.44,424,12.10,25.5,12.22,14.5,12.34,30.1,12.48,35.524,12.60,32.1,12.75,8.00,12.86,0.59,12.99,-0.03,13.11,0,13.26,0.00562,
3,14.81,0,14.92,425,13.54,25.1,13.66,14.5,13.76,29.8,13.89,35.524,14.03,32.1,14.15,8.00,14.27,0.58,14.41,-0.03,14.56,0,14.71,0.02560,
,16.32,0,16.43,427,15.05,25.1,15.16,14.5,15.30,30.0,15.43,35.524,15.57,32.1,15.70,8.00,15.82,0.59,15.95,-0.03,16.08,0,16.21,0.03085,
,17.78,0,17.89,428,16.54,25.5,16.65,14.5,16.76,30.0,16.89,35.464,17.02,32.1,17.13,8.00,17.26,0.59,17.39,-0.03,17.52,0,17.67,0.02194,
,19.28,0,19.39,430,18.00,25.1,18.11,14.5,18.25,30.2,18.37,35.584,18.52,32.5,18.64,8.00,18.77,0.58,18.89,-0.03,19.03,0,19.17,0.01840,
,20.76,0,20.86,431,19.50,24.7,19.61,14.5,19.75,29.8,19.87,35.584,20.03,32.1,20.16,8.00,20.28,0.58,20.41,-0.03,20.53,0,20.66,0.01114,
,22.28,0,22.40,433,20.98,25.5,21.08,14.5,21.21,30.1,21.36,35.784,21.51,32.5,21.62,8.00,21.76,0.58,21.88,-0.03,22.03,0,22.17,0.03275,
,23.81,0,23.92,434,22.51,25.1,22.62,14.5,22.77,30.2,22.91,35.844,23.04,32.5,23.17,8.00,23.30,0.59,23.43,-0.03,23.56,0,23.70,0.02753,
,25.31,0,25.42,436,24.03,25.5,24.14,14.5,24.27,30.2,24.40,35.724,24.54,32.5,24.68,8.00,24.80,0.58,24.93,-0.03,25.06,0,25.20,0.03110,
,26.81,0,26.92,437,25.53,25.1,25.63,14.5,25.76,29.9,25.90,35.784,26.04,32.5,26.17,8.00,26.30,0.58,26.43,-0.03,26.56,0,26.70,0.02576,
,28.31,0,28.41,439,27.03,25.1,27.14,14.5,27.26,30.1,27.40,35.664,27.54,32.5,27.67,8.00,27.80,0.58,27.92,-0.03,28.06,0,28.20,0.02737,
,29.84,0,29.96,440,28.52,25.9,28.62,14.5,28.76,29.8,28.89,35.664,29.03,32.5,29.17,8.00,29.31,0.59,29.44,-0.03,29.60,0,29.73,0.01666,
,31.34,0,31.45,442,30.06,25.1,30.17,14.5,30.30,29.6,30.44,35.724,30.57,32.5,30.71,8.00,30.83,0.59,30.95,-0.03,31.09,0,31.23,0.02753,
,32.80,0,32.91,443,31.55,26.3,31.67,14.5,31.79,30.8,31.92,35.784,32.05,32.5,32.17,8.00,32.30,0.59,32.41,-0.03,32.55,0,32.69,0.01300,
,34.31,0,34.41,445,33.01,25.9,33.12,14.5,33.26,31.2,33.40,35.784,33.55,32.5,33.67,8.00,33.80,0.62,33.92,-0.03,34.05,0,34.20,0.09814,
,35.74,0,35.83,446,34.52,25.5,34.63,14.5,34.76,30.8,34.89,35.784,35.02,32.5,35.13,8.00,35.26,0.60,35.38,-0.03,35.52,0,35.64,0.11130,
,37.25,0,37.36,448,35.97,25.5,36.05,14.5,36.18,30.2,36.33,35.784,36.47,32.5,36.60,8.00,36.75,0.57,36.86,-0.03,37.01,0,37.14,0.04532,
,38.75,0,38.86,449,37.48,24.3,37.57,14.5,37.70,29.1,37.84,35.784,37.98,32.5,38.11,8.00,38.25,0.57,38.36,-0.03,38.51,0,38.64,0.01849,
,40.24,0,40.35,451,38.98,24.3,39.07,14.5,39.21,29.4,39.33,35.764,39.47,33.0,39.60,8.00,39.72,0.56,39.84,-0.03,39.98,0,40.12,0.01675,
,41.70,0,41.81,452,40.48,23.9,40.57,14.5,40.71,29.7,40.84,35.724,40.97,33.0,41.09,8.00,41.22,0.57,41.34,-0.03,41.47,0,41.60,0.03430,
,43.25,0,43.35,454,41.91,24.7,42.02,14.5,42.13,29.2,42.28,35.664,42.42,32.5,42.55,8.00,42.69,0.56,42.84,-0.03,42.98,0,43.12,0.03958,
,44.73,0,44.82,455,43.48,24.7,43.57,14.5,43.70,29.6,43.83,35.664,43.97,33.0,44.09,8.00,44.22,0.57,44.34,-0.03,44.47,0,44.60,0.03104,
,46.14,0,46.25,457,44.93,25.1,45.04,14.5,45.15,29.9,45.28,35.664,45.41,32.5,45.52,8.00,45.65,0.59,45.77,-0.03,45.91,0,46.04,0.02020,
,47.65,0,47.76,458,46.36,25.1,46.48,14.5,46.60,29.9,46.73,35.544,46.87,33.0,47.01,8.00,47.14,0.59,47.27,-0.03,47.40,0,47.54,0.03455,
,49.20,0,49.32,460,47.87,25.1,47.98,14.5,48.10,30.2,48.26,35.664,48.39,33.0,48.52,8.00,48.67,0.59,48.81,-0.03,48.95,0,49.09,0.02744,
,50.70,0,50.80,461,49.42,25.1,49.53,14.5,49.66,30.1,49.79,35.724,49.94,33.0,50.06,8.00,50.19,0.59,50.31,-0.03,50.44,0,50.58,0.02899,
,52.20,0,52.31,463,50.92,25.1,51.02,14.5,51.15,30.2,51.30,35.844,51.44,33.0,51.57,8.00,51.69,0.58,51.81,-0.03,51.95,0,52.09,0.16168,
,53.70,0,53.81,464,52.42,25.1,52.53,14.5,52.66,30.2,52.80,35.784,52.93,33.0,53.06,8.00,53.18,0.58,53.31,-0.03,53.44,0,53.59,0.00735,
,55.16,0,55.27,466,53.91,25.1,54.02,14.5,54.15,30.2,54.29,35.784,54.43,33.0,54.56,8.00,54.68,0.58,54.80,-0.03,54.94,0,55.06,0.01486,
,56.75,0,56.86,467,55.38,25.5,55.50,14.5,55.63,30.1,55.78,35.784,55.93,33.4,56.05,8.00,56.20,0.59,56.33,-0.03,56.48,0,56.63,0.02182,
,58.25,0,58.35,469,56.98,25.1,57.07,14.5,57.21,30.3,57.34,35.784,57.48,33.4,57.61,8.00,57.75,0.59,57.86,-0.03,58.01,0,58.13,0.02203,
,59.69,0,59.80,470,58.48,25.5,58.57,14.5,58.70,30.2,58.84,35.724,58.97,33.4,59.09,8.00,59.22,0.59,59.34,-0.03,59.47,0,59.60,0.12088,
,61.18,0,61.29,472,59.89,25.5,60.00,14.5,60.13,30.2,60.28,35.784,60.41,33.4,60.55,8.00,60.67,0.58,60.80,-0.03,60.94,0,61.08,0.00000,
,62.62,0,62.72,473,61.40,25.5,61.51,14.5,61.64,30.0,61.77,35.724,61.89,33.4,62.01,8.00,62.13,0.59,62.26,-0.03,62.39,0,62.52,0.00000,
,64.14,0,64.25,475,62.82,25.5,62.93,14.5,63.04,30.3,63.19,35.724,63.33,33.4,63.46,8.00,63.60,0.59,63.75,-0.03,63.89,0,64.03,0.00000,
,65.65,0,65.76,476,64.35,25.1,64.48,14.5,64.59,30.5,64.73,35.844,64.87,33.4,65.02,8.00,65.14,0.59,65.27,-0.03,65.40,0,65.54,0.00000,
,67.08,0,67.19,478,65.85,25.5,65.94,14.5,66.06,30.3,66.19,35.844,66.31,33.4,66.43,8.00,66.56,0.60,66.68,-0.03,66.83,0,66.97,0.00000,
,68.58,0,68.68,479,67.29,24.7,67.40,14.5,67.53,30.3,67.66,35.844,67.80,33.4,67.94,8.00,68.07,0.59,68.19,-0.03,68.33,0,68.46,0.13205,
,70.08,0,70.19,481,68.79,25.5,68.90,14.5,69.03,30.2,69.16,35.844,69.28,33.4,69.40,8.00,69.54,0.59,69.68,-0.03,69.83,0,69.97,0.16522,
,71.57,0,71.68,482,70.30,25.1,70.41,14.5,70.54,30.3,70.68,35.844,70.81,33.4,70.94,8.00,71.06,0.59,71.19,-0.03,71.32,0,71.46,0.02179,
,73.10,0,73.23,484,71.79,25.5,71.95,14.5,72.08,30.3,72.21,35.984,72.35,33.4,72.49,8.00,72.61,0.59,72.74,-0.03,72.86,0,73.00,0.17740,
,74.59,0,74.70,485,73.32,25.5,73.43,14.5,73.56,29.9,73.69,36.024,73.81,33.9,73.94,8.00,74.06,0.59,74.20,-0.03,74.34,0,74.48,0.00000,
,76.07,0,76.18,487,74.81,25.5,74.92,14.5,75.05,29.9,75.18,36.044,75.32,33.4,75.45,8.00,75.58,0.59,75.70,-0.03,75.83,0,75.96,0.00000,
,77.54,0,77.65,488,76.29,25.5,76.40,14.5,76.53,29.9,76.66,36.044,76.79,33.9,76.90,8.00,77.02,0.58,77.17,-0.03,77.30,0,77.43,0.02737,
,79.04,0,79.15,489,77.76,25.1,77.87,14.5,78.01,30.3,78.15,35.964,78.29,33.9,78.42,8.00,78.55,0.60,78.67,-0.03,78.80,0,78.94,0.10001,
,80.56,0,80.67,491,79.26,25.5,79.37,14.5,79.51,30.2,79.65,35.964,79.79,33.9,79.92,8.00,80.05,0.58,80.17,-0.03,80.31,0,80.46,0.11978,
,82.00,0,82.10,492,80.77,24.7,80.87,14.5,80.99,29.9,81.11,35.904,81.25,33.9,81.35,8.00,81.49,0.59,81.60,-0.03,81.77,0,81.89,0.00000,
,83.49,0,83.61,494,82.23,25.5,82.32,14.5,82.46,29.7,82.59,35.904,82.73,33.9,82.86,8.00,83.00,0.60,83.11,-0.03,83.25,0,83.38,0.02179,
,85.03,0,85.14,495,83.74,24.7,83.83,14.5,83.96,30.1,84.11,35.844,84.26,33.9,84.38,8.00,84.52,0.59,84.64,-0.03,84.78,0,84.92,0.02228,
,86.54,0,86.65,497,85.25,25.1,85.35,14.5,85.50,29.9,85.62,35.784,85.77,33.9,85.90,8.00,86.03,0.60,86.16,-0.03,86.29,0,86.43,0.02216,
,88.08,0,88.19,499,86.76,24.7,86.87,14.5,87.01,30.2,87.15,35.724,87.29,33.9,87.42,8.00,87.55,0.59,87.68,-0.03,87.83,0,87.97,0.02753,
,89.57,0,89.68,500,88.30,25.5,88.40,14.5,88.53,30.7,88.67,35.724,88.81,33.9,88.94,8.00,89.06,0.61,89.19,-0.03,89.32,0,89.46,0.00366,
,91.04,0,91.14,501,89.79,26.3,89.90,14.5,90.03,31.3,90.17,35.724,90.30,33.9,90.42,8.00,90.55,0.61,90.67,-0.03,90.80,0,90.92,0.00000,
,92.54,0,92.65,503,91.25,25.5,91.36,14.5,91.51,30.6,91.64,35.724,91.78,33.9,91.91,8.00,92.03,0.60,92.15,-0.03,92.29,0,92.43,0.02975,
,94.01,0,94.11,504,92.76,24.7,92.87,14.5,92.99,29.9,93.12,35.724,93.25,33.9,93.35,8.00,93.49,0.58,93.60,0.00,93.75,0,93.88,0.03812,
,95.52,0,95.63,506,94.23,24.7,94.33,14.5,94.46,29.3,94.61,35.724,94.76,34.3,94.88,8.00,95.02,0.59,95.14,-0.03,95.28,0,95.41,0.01480,
,96.97,0,97.07,507,95.74,25.1,95.85,14.5,95.99,29.7,96.12,35.664,96.25,34.3,96.36,8.00,96.50,0.57,96.61,-0.03,96.75,0,96.86,0.02905,
,98.50,0,98.61,509,97.18,25.5,97.28,14.5,97.42,29.4,97.56,35.724,97.71,34.3,97.83,8.00,97.97,0.58,98.10,-0.03,98.26,0,98.39,0.02744,
,100.00,0,100.10,510,98.73,24.7,98.82,14.5,98.95,29.4,99.09,35.784,99.23,34.3,99.36,8.00,99.50,0.58,99.61,-0.03,99.75,0,99.88,0.04333,
,101.47,0,101.57,512,100.22,25.1,100.32,14.5,100.45,29.5,100.58,35.784,100.70,34.3,100.83,8.00,100.95,0.59,101.08,-0.03,101.21,0,101.35,0.04849,
,102.91,0,103.02,513,101.69,25.1,101.79,14.5,101.88,30.0,102.02,35.784,102.14,34.3,102.28,8.00,102.41,0.58,102.53,-0.03,102.67,0,102.80,0.01663,
,104.43,0,104.54,515,103.12,25.1,103.25,14.5,103.38,30.3,103.53,35.784,103.67,34.3,103.80,8.00,103.93,0.60,104.05,-0.03,104.18,0,104.33,0.02393,
,105.91,0,106.01,516,104.65,25.5,104.76,14.5,104.89,30.4,105.02,35.664,105.16,34.3,105.30,8.00,105.42,0.60,105.55,-0.03,105.68,0,105.81,0.03455,
,107.40,0,107.52,518,106.13,25.5,106.23,14.5,106.35,30.0,106.51,35.724,106.64,34.3,106.77,8.00,106.89,0.59,107.02,-0.03,107.15,0,107.30,0.01855,
,108.93,0,109.05,519,107.63,25.5,107.75,14.5,107.88,30.8,108.03,35.664,108.17,34.3,108.30,8.00,108.43,0.59,108.55,0.00,108.69,0,108.82,0.03494,
,110.43,0,110.54,521,109.15,25.1,109.26,14.5,109.39,30.8,109.52,35.844,109.67,34.3,109.80,8.00,109.92,0.60,110.05,-0.03,110.18,0,110.32,0.03842,
,111.90,0,112.01,522,110.65,25.1,110.76,14.5,110.89,30.5,111.02,35.964,111.16,34.3,111.30,8.00,111.42,0.58,111.55,-0.03,111.68,0,111.80,0.02042,
,113.39,0,113.50,524,112.10,25.5,112.22,14.5,112.34,30.1,112.48,35.964,112.61,34.3,112.74,8.00,112.86,0.59,112.99,0.00,113.12,0,113.28,0.02768,
,114.91,0,115.01,525,113.61,25.5,113.73,14.5,113.85,30.4,114.01,35.984,114.14,34.8,114.27,8.00,114.40,0.59,114.52,-0.03,114.65,0,114.80,0.02231,
,116.40,0,116.51,527,115.12,25.5,115.24,14.5,115.38,30.5,115.52,35.984,115.67,34.8,115.79,8.00,115.92,0.59,116.05,-0.03,116.17,0,116.30,0.03854,
,117.93,0,118.04,528,116.63,25.5,116.75,14.5,116.89,30.4,117.03,35.844,117.17,34.8,117.30,8.00,117.43,0.60,117.55,-0.03,117.68,0,117.82,0.04169,
,119.44,0,119.54,530,118.15,25.1,118.26,14.5,118.39,30.5,118.53,35.724,118.67,34.8,118.80,8.00,118.93,0.60,119.05,-0.03,119.19,0,119.32,0.03476,
,120.90,0,121.01,531,119.65,25.1,119.76,14.5,119.89,30.2,120.02,35.724,120.16,34.8,120.30,8.00,120.42,0.60,120.55,-0.03,120.67,0,120.80,0.01855,
,122.40,0,122.52,533,121.12,25.5,121.22,14.5,121.34,30.6,121.48,35.844,121.62,34.8,121.77,8.00,121.90,0.60,122.02,-0.03,122.15,0,122.30,0.02405,
,123.91,0,124.01,534,122.62,25.1,122.74,14.5,122.88,30.2,123.02,35.844,123.15,34.8,123.28,8.00,123.40,0.58,123.53,-0.03,123.67,0,123.80,0.02600,
,125.33,0,125.45,536,124.10,25.5,124.22,14.5,124.34,30.3,124.47,35.844,124.60,34.8,124.74,8.00,124.85,0.59,124.99,-0.03,125.11,0,125.24,0.02942,
,126.77,0,126.90,537,125.54,25.1,125.65,14.5,125.76,30.5,125.90,35.724,126.03,34.8,126.15,8.00,126.29,0.59,126.42,-0.03,126.55,0,126.67,0.03122,
,128.29,0,128.40,539,127.00,25.5,127.11,14.5,127.25,30.3,127.39,35.724,127.53,34.8,127.66,8.00,127.79,0.58,127.91,-0.03,128.05,0,128.18,0.04022,
,129.79,0,129.90,540,128.51,25.1,128.62,14.5,128.76,30.3,128.90,35.664,129.04,34.8,129.17,8.00,129.30,0.59,129.42,-0.03,129.55,0,129.68,0.02975,
,131.25,0,131.36,542,130.01,25.5,130.10,14.5,130.24,30.5,130.37,35.724,130.50,35.2,130.60,8.00,130.74,0.59,130.85,-0.03,131.01,0,131.14,0.03305,
,132.80,0,132.91,543,131.48,25.1,131.58,14.5,131.71,29.9,131.86,35.844,132.01,35.2,132.13,8.00,132.27,0.58,132.41,-0.03,132.54,0,132.69,0.04874,
,134.31,0,134.42,545,133.02,24.7,133.12,14.5,133.26,30.0,133.40,35.984,133.54,35.2,133.67,8.00,133.80,0.58,133.92,-0.03,134.06,0,134.20,0.02759,
,135.77,0,135.87,546,134.53,25.1,134.63,14.5,134.76,30.3,134.90,35.984,135.02,35.2,135.14,8.00,135.27,0.59,135.40,-0.03,135.54,0,135.67,0.04016,
,137.29,0,137.40,548,136.00,25.1,136.11,14.5,136.25,30.5,136.37,35.964,136.53,35.2,136.66,8.00,136.79,0.58,136.91,-0.03,137.04,0,137.18,0.03470,
,138.81,0,138.91,549,137.51,25.1,137.62,14.5,137.76,30.3,137.90,35.904,138.04,35.2,138.17,8.00,138.29,0.59,138.42,-0.03,138.55,0,138.70,0.02942,
,140.26,0,140.36,551,139.02,25.1,139.12,14.5,139.26,30.2,139.40,35.864,139.52,35.2,139.64,8.00,139.76,0.58,139.89,-0.03,140.02,0,140.16,0.02219,
,141.74,0,141.85,552,140.48,25.1,140.58,14.5,140.71,30.3,140.86,35.924,141.01,35.2,141.13,8.00,141.26,0.57,141.39,-0.03,141.52,0,141.64,0.04199,
,143.25,0,143.35,554,141.97,25.1,142.07,14.5,142.20,30.4,142.33,35.924,142.48,35.2,142.61,8.00,142.74,0.58,142.86,-0.03,143.01,0,143.14,0.04001,
,144.72,0,144.82,555,143.48,25.5,143.58,14.5,143.70,30.5,143.84,35.984,143.97,35.2,144.09,8.00,144.22,0.59,144.34,-0.03,144.47,0,144.60,0.05057,
,146.18,0,146.27,557,144.93,25.5,145.04,14.5,145.17,31.2,145.31,35.844,145.45,35.2,145.57,8.00,145.70,0.60,145.82,-0.03,145.96,0,146.08,0.02060,
,147.68,0,147.79,558,146.38,26.3,146.51,14.5,146.62,31.6,146.77,35.784,146.90,35.2,147.04,8.00,147.16,0.61,147.30,-0.03,147.43,0,147.58,0.04572,
,149.19,0,149.30,560,147.91,25.9,148.02,14.5,148.14,30.1,148.29,35.904,148.43,35.2,148.56,8.00,148.69,0.59,148.81,-0.03,148.95,0,149.09,0.03342,
,150.63,0,150.74,561,149.40,24.7,149.50,14.5,149.62,30.0,149.77,35.924,149.88,35.2,150.02,8.00,150.14,0.58,150.27,-0.03,150.40,0,150.53,0.02759,
,152.17,0,152.28,563,150.86,24.7,150.97,14.5,151.10,30.0,151.25,36.024,151.39,35.7,151.54,8.00,151.66,0.56,151.79,-0.03,151.91,0,152.05,0.02585,
,153.65,0,153.76,564,152.38,25.1,152.50,14.5,152.63,29.7,152.77,36.024,152.90,35.7,153.03,8.00,153.16,0.57,153.28,-0.03,153.41,0,153.54,0.03488,
,155.09,0,155.18,566,153.87,24.7,153.96,14.5,154.09,30.0,154.22,35.904,154.35,35.7,154.48,8.00,154.61,0.59,154.73,-0.03,154.87,0,154.99,0.03455,
,156.60,0,156.70,567,155.29,24.7,155.38,14.5,155.52,29.7,155.65,35.904,155.78,35.7,155.91,8.00,156.06,0.57,156.20,-0.03,156.34,0,156.49,0.02954,
,158.07,0,158.18,569,156.81,25.5,156.92,14.5,157.05,30.0,157.18,35.984,157.32,35.7,157.45,8.00,157.57,0.58,157.70,-0.03,157.83,0,157.96,0.04364,
,159.51,0,159.60,570,158.29,25.1,158.38,14.5,158.51,30.3,158.63,35.924,158.78,35.7,158.90,8.00,159.03,0.58,159.15,0.00,159.28,0,159.41,0.03854,
,161.04,0,161.15,571,159.71,25.1,159.83,14.5,159.95,29.9,160.10,35.984,160.24,35.7,160.37,8.00,160.52,0.59,160.63,0.00,160.79,0,160.94,0.03305,
,162.51,0,162.60,573,161.26,25.1,161.37,14.5,161.52,30.1,161.63,35.784,161.79,35.7,161.90,8.00,162.03,0.59,162.15,-0.03,162.28,0,162.41,0.03323,
,164.02,0,164.13,574,162.71,25.5,162.82,14.5,162.95,30.5,163.08,35.724,163.21,35.7,163.32,8.00,163.46,0.59,163.60,-0.03,163.75,0,163.89,0.04199,
,165.55,0,165.65,576,164.25,25.1,164.35,14.5,164.47,30.5,164.61,35.664,164.75,35.7,164.88,8.00,165.01,0.58,165.13,-0.03,165.29,0,165.43,0.02759,
,167.03,0,167.14,577,165.77,25.1,165.87,14.5,166.02,30.4,166.13,35.724,166.29,35.7,166.40,8.00,166.53,0.59,166.65,-0.03,166.78,0,166.92,0.05417,
,168.56,0,168.66,579,167.27,25.1,167.38,14.5,167.52,30.8,167.66,35.724,167.79,35.7,167.93,8.00,168.05,0.58,168.18,-0.03,168.31,0,168.45,0.03488,
,170.07,0,170.18,581,168.78,25.5,168.89,14.5,169.03,30.2,169.16,35.784,169.31,36.1,169.44,8.00,169.56,0.58,169.69,-0.03,169.82,0,169.96,0.02585,
,171.59,0,171.70,582,170.29,25.5,170.38,14.5,170.52,30.3,170.64,35.784,170.78,35.7,170.92,8.00,171.06,0.59,171.20,-0.03,171.34,0,171.49,0.04037,
,173.09,0,173.20,584,171.81,25.5,171.92,14.5,172.05,30.8,172.18,35.844,172.33,36.1,172.46,8.00,172.58,0.59,172.71,-0.03,172.84,0,172.98,0.03305,
,174.59,0,174.70,585,173.30,25.9,173.41,14.5,173.54,30.7,173.68,35.844,173.82,36.1,173.95,8.00,174.08,0.58,174.20,-0.03,174.34,0,174.48,0.03833,
,176.12,0,176.25,587,174.80,25.1,174.90,14.5,175.02,30.2,175.17,35.724,175.32,36.1,175.45,8.00,175.59,0.58,175.73,-0.03,175.88,0,176.03,0.03506,
,177.67,0,177.78,588,176.35,25.1,176.45,14.5,176.58,30.3,176.71,35.724,176.86,36.1,176.99,8.00,177.13,0.58,177.28,-0.03,177.42,0,177.56,0.02975,
,179.16,0,179.26,590,177.89,25.1,178.00,14.5,178.12,30.6,178.27,35.724,178.38,36.1,178.52,8.00,178.63,0.59,178.77,-0.03,178.89,0,179.04,0.05798,
,180.67,0,180.78,591,179.37,25.1,179.50,14.5,179.62,30.4,179.75,35.844,179.89,36.1,180.03,8.00,180.16,0.58,180.29,-0.03,180.42,0,180.56,0.03528,
,182.14,0,182.25,593,180.89,25.5,181.01,14.5,181.13,30.5,181.27,35.844,181.38,36.1,181.52,8.00,181.64,0.58,181.78,-0.03,181.91,0,182.04,0.04572,
,183.61,0,183.72,594,182.35,25.1,182.46,14.5,182.59,30.4,182.72,35.844,182.85,36.1,182.98,8.00,183.10,0.59,183.23,-0.03,183.36,0,183.50,0.02960,
,185.16,0,185.26,596,183.83,25.5,183.94,14.5,184.07,30.5,184.22,35.844,184.36,36.1,184.49,8.00,184.63,0.59,184.77,-0.03,184.89,0,185.04,0.04221,
,186.63,0,186.74,597,185.37,25.5,185.49,14.5,185.61,30.4,185.74,35.924,185.88,36.1,186.03,8.00,186.16,0.59,186.28,-0.03,186.41,0,186.53,0.04910,
,188.16,0,188.26,599,186.84,25.1,186.94,14.5,187.06,30.6,187.19,35.984,187.33,36.1,187.46,8.00,187.60,0.58,187.74,-0.03,187.89,0,188.05,0.04388,
,189.66,0,189.78,600,188.37,25.1,188.50,14.5,188.61,30.2,188.75,35.984,188.89,36.6,189.03,8.00,189.16,0.58,189.28,-0.03,189.41,0,189.56,0.03699,
,191.15,0,191.27,602,189.88,25.1,190.01,14.5,190.14,30.5,190.28,35.984,190.41,36.6,190.53,8.00,190.65,0.58,190.78,-0.03,190.91,0,191.03,0.04230,
,192.67,0,192.77,603,191.37,25.5,191.50,14.5,191.62,30.1,191.75,35.984,191.89,36.6,192.03,8.00,192.16,0.58,192.29,-0.03,192.42,0,192.55,0.04037,
